Date,Twitter_ID,User_Name,Followers,Tweet,Link,Favourites,Retweets
2019-08-14 18:35:13,ellaworsdale,Ella Worsdale,701,"Not only did I become a #tableau ambassador last week 🤩....now I am actually in a dataviz!! #amazing
Great job…", https://t.co/Q7bisYSKkG,21,1
2019-08-14 18:34:33,EmilySquirrely,Emily Squirrely,64,My own personal #tableau #makeovermonday. National energy benchmarking data before and after 6 week #dataanalytics…, https://t.co/N5WTuAjmve,7,2
2019-08-14 18:30:04,interworks,InterWorks,6345,Your dashboard #design can either reinforce the #data story you're telling or distract from it. This video details…, https://t.co/6CvdNw5f1z,0,1
2019-08-14 18:24:03,jeffhessdata,Jeff Hess,34,Had a bout of @accidental__aRt today with #Tableau. Whoops... 🤷‍♂️, https://t.co/WuVGm8EIh0,15,4
2019-08-14 18:11:16,SwaggyKJ,Swagat Kumar Jena,73,"Finally ""Know your Ambassadors Better"" dashboard is complete. #Thanks everyone for your feedback and suggestions…", https://t.co/l9wOBt9Nc1,35,5
2019-08-14 18:03:25,russ_lyman,Russ Lyman,187,A simple viz I made to show economic disparity worldwide and within the US. #tableau #interworks, https://t.co/hRpGlFuw34,0,1
2019-08-14 17:44:02,Cardanski0,Carter McHasTakes,152,sneak peek of the data 👇. final tool will be in #Tableau, https://t.co/ONWiygaffU,2,0
2019-08-14 17:31:21,dataforacause,@dataforacause,506,Check out visualization of #DataForACause volunteer @LucaUrzi on how the #sealevel changed since 1993🐳…, https://t.co/MOPewUUHUE,8,1
2019-08-14 17:28:56,LRS_Education,LRS Education,27,"Does your organization need help learning how to better use data to make business decisions? On our blog, Chris Bec…", https://t.co/BR1wbjy40a,1,0
2019-08-14 16:48:00,couponfree01,Coupon Free,1914,Udemy Free Discount - R Programming: Advanced Analytics In R For Data Science #udemycoupon -&gt;…, https://t.co/9I7BUlc0kt,4,4
2019-08-14 16:17:12,schaubkatelyn,Kate Schaub,295,"@TriMyData @VizWizBI @sarahlovesdata @tableau @tableaupublic @SpencerPHey Thank you for the feedback, @TriMyData! M…", https://t.co/w5eNnqsWG2,8,1
2019-08-14 16:11:59,lucie_bailly,Lucie,114,"A look at Diabetes clinical trials 
#MakeoverMonday
Week 33 2019
@VizWizBI @TriMyData
 
--&gt; Link to the viz:…", https://t.co/Fy64R8pMBp,2,1
2019-08-14 16:02:03,RocksCloud,Cloud Data Rocks,1,"Would you like to increase your skills in persuasion, visualization, creativity with dashboards? Here are some amaz…", https://t.co/KtkWFRkv7t,1,0
2019-08-14 15:56:57,BritniFreiboth,Britni Freiboth,340,I’m so thankful for the time I’ve spent with our amazing coworkers outside of the office. #tableau @ Chicken + Whis…, https://t.co/uQ0bQv1bNo,0,1
2019-08-14 15:44:49,ryanmcg13,Ryan,259,"AIRBNB IN DUBLIN (June 2019):
9822 listings with an average price of €118 a night.
4662 are private rooms; how many…", https://t.co/FU31jR7fro,8,3
2019-08-14 15:22:21,ShaneTurbeville,Shane Turbeville,3,"Game of Thrones IMDB Ratings
#GameOfThrones #Tableau

https://t.co/z0SlWyL7El", https://t.co/BLWUEcZKnL,0,1
2019-08-14 15:19:33,HealthTUG,Tableau Healthcare User Group,283,Amazing growth with constant outreach and education on #Tableau dashboards.  Well done John and @anna_kisting…, https://t.co/wSDv3ST4jY,8,1
2019-08-14 14:43:31,SzczesPiotr,Piotr Szcześ,12,"I am happy to announce that from today on, I am certified Tableau Desktop Specialist :)
#CertifiablyTableau…", https://t.co/uOPX66ak5A,26,1
2019-08-14 14:35:13,HealthTUG,Tableau Healthcare User Group,283,Meeting will start at 11 am Eastern.  Hope you can join us! #tableau #healthcare #healthtug, https://t.co/dyIoDBDGJ7,1,1
2019-08-14 14:13:04,donnacoles30,Donna Coles,639,Formatting 'tables' in #Tableau for #WorkoutWednesday2019 Week 33. Great guest challenge from @CoreyJ34 this week -…, https://t.co/uWhA4JoNlc,8,2
2019-08-14 13:58:29,couponfree01,Coupon Free,1914,Udemy Free Discount - Blockchain A-Z™: Learn How To Build Your First Blockchain #udemycoupon -&gt;…, https://t.co/fMWQFZy2Ca,4,4
2019-08-14 13:01:29,KyvosInsights,Kyvos Insights,638,Sign up for our upcoming webinar to learn how Kyvos enables Tableau users to analyze all their data instantly and i…, https://t.co/S8Ad7AKtcc,4,1
2019-08-14 12:37:59,edurekaIN,Edureka!,4060,"Here https://t.co/IfQPHWBDe2 is a toe-to-toe comparison of Tableau Desktop, Tableau Public &amp; Tableau Reader that wi…", https://t.co/Nwl8XjTQFH,1,2
2019-08-14 12:15:07,jamilahmed_16,Jamil Ahmed,412,"51 Best #BusinessIntelligence #Certification 

https://t.co/r1FQFcJSZh

#Discounts #SAP #SQLServer #SQL #AI…", https://t.co/FGJSxn9h0g,8,6
2019-08-14 11:58:29,TopBusinessTech,Top Business Tech,27,How to cultivate data-driven culture: @Tableau Software's James Eiloart for Top Business Tech…, https://t.co/ncQb9nnuIs,1,1
2019-08-14 11:50:04,infolabUK,The Information Lab,7529,"#TableauTip 💡
Table calculations can be incredibly powerful, but also quite complex. @marmstm will show us tools th…", https://t.co/mAvef9gAG4,4,2
2019-08-14 11:30:10,infolabUK,The Information Lab,7529,"#ProjectGriffon 🐾
In this blog, there is an example of how to improve the built-in Administrative Views of…", https://t.co/Hug4QQiD6x,4,3
2019-08-14 11:30:09,infocaptor,InfoCaptor,13297,"Web based #Tableau alternative that does beautiful #visualizations, stunning #dashboards, lifts #bigdata and is che…", https://t.co/uUsbUs6HBv,1,2
2019-08-14 11:29:17,AdamMico1,Adam Mico,164,New #tableau #viz inspired by an accident I made while playing with @davidvelleca blog on how to create a rotating…, https://t.co/TB7oDjLInl,5,1
2019-08-14 11:10:05,infolabUK,The Information Lab,7529,"You've built a #TableauDashboard extension. Awesome 👏
How about the user interaction with it?
Check this blog out a…", https://t.co/x34s5P0BVx,3,2
2019-08-14 11:08:04,ExasolAG,Exasol,21181,"Data modeling with our #analytics database, and visual analysis in #Tableau and learn...

- Why you should use the…", https://t.co/sxF9cYPKhg,4,2
2019-08-14 09:53:53,infolabNL,The Information Lab,511,The session catalog of #Tableau Conference 2019 is now live! 🎉 Click here to discover the multiple sessions you can…, https://t.co/XVPEym24Ea,0,1
2019-08-14 09:51:54,Sheibban,Sheibban Pervez,154,"We had been hinting at something big for a while, it's time. 

Alphaa is now officially a #Tableau partner. 

Toget…", https://t.co/wWOv6yw5zG,0,1
2019-08-14 07:05:08,DatalabsAgency,Datalabs Agency,675,The 15 Most Common Types of Data Visualizations -, https://t.co/XxQJrZ8vTc #data #dataviz #design #tableau,2,1
2019-08-14 05:34:51,4junctions,4junctions,94,"#Tableau #splunk #mulesoft #Online &amp; Offline #Training
Attend #Free #Demo 
Call : 9704868185", https://t.co/qN5om2PXAM,0,1
2019-08-14 04:52:54,VanessaMiranda1,Vanessa,162,"First report witTableau.yay!!!  let me know ur thoughts https://t.co/uKcViKKSzP

p/s understanding how the coal biz…", https://t.co/aTDuOu21we,2,2
2019-08-14 03:45:03,DatalabsAgency,Datalabs Agency,675,"We’ve got the ultimate Style Guides for you! #tableau, #excel, #highcharts and #infographics - we got you sorted.…", https://t.co/Q7CnKCWrgI,0,0
2019-08-14 03:44:50,freecoupondisco,Free Coupon Discount,63,Free Coupons Discount - Build an Online Store with React and GraphQL in 90 Minutes Courses -&gt;…, https://t.co/TvcoZnpSN5,10,14
2019-08-14 02:30:41,couponfree01,Coupon Free,1914,Udemy Free Discount - Machine Learning Optimization Using Genetic Algorithm #udemycoupon -&gt; https://t.co/UGDwiNCx4T…, https://t.co/VFdv4ldbk7,4,7
2019-08-13 23:46:03,RocksCloud,Cloud Data Rocks,1,"Interested in what is happening at the conference? 😱😱😱 Join us in live webinar!

https://t.co/DHZAyWx7IV

#tableau…", https://t.co/rtR0XZjVIh,1,1
2019-08-13 23:02:52,CSG_Tech,Cornerstone Solutions Group,7,We at CSG are proud of our partnership with @tableau.  #TeamCSG's #MarkPeterman lists out 8 #Tableau Tips You Didn'…, https://t.co/7P6WjNChzY,4,2
2019-08-13 22:50:08,DatalabsAgency,Datalabs Agency,675,"101 Free Data Visualization Resources - Ideas, Tools &amp; More! https://https://t.co/2MVVvOz1YQ #data #dataviz #design…", https://t.co/1m2TmdqONy,2,1
2019-08-13 22:15:01,interworks,InterWorks,6345,"Aus clears away the confusion surrounding how to deselect buttons in #Tableau. Find his process, and see how to kee…", https://t.co/FMpwSWMUwX,2,1
2019-08-13 22:06:29,elliekmason,Ellie Mason,381,"Had so much fun learning @qgis to enable me to visualise Iceberg movement around the Antarctic in @tableau! ❄️🌎

Ha…", https://t.co/ycCCvrTtkS,62,12
2019-08-13 21:48:24,armoursingh,Amar Singh,1,"#tableau #MakeoverMonday 2019W29 Share of Americans Not Having Sex
@VizWizBI @TriMyData @tableaupublic…", https://t.co/nDt8bzagzb,0,1
2019-08-13 21:00:13,interworks,InterWorks,6345,Matthew's blog lays out how to activate localization support in your #Portals for #Tableau. Learn more about this…, https://t.co/WAQ6t80qVG,0,1
2019-08-13 20:21:36,jp_economics,Juan Pablo Zorrilla,176,#Tableau #Visualization How I found inspiration in the #data behind my favorite #music, https://t.co/mPXNMWsr10,4,1
2019-08-13 20:05:21,ColumChiOnline,Columbia Chi Online,289,Make the most of your data through the power of #datavisualization. Learn more about how you can transform data int…, https://t.co/YxnZDFFwsA,1,1
2019-08-13 19:37:13,Cleartelligence,Cleartelligence,160,"It's back! Chart Champ 2019 will be held on September 19th at Harpoon Brewery in Boston, MA. Join us for a day of w…", https://t.co/fLRvcNVlbk,3,3
2019-08-13 19:30:29,BLarsenViz,Bryce Larsen,121,"Is there a way to make the URL for a background image dynamic?

Alternative solution is to use a web object but it…", https://t.co/qmiXT23VVv,0,1
2019-08-13 19:07:10,KPIPartners,KPI Partners,2728,Check out how KPI built #AzureHDInsight #Hadoop based POS Analytics system. KPI delivered an automated data standar…, https://t.co/UzuIHXs1ho,3,2
2019-08-13 18:43:08,quantum_relic,Vince Baumel,1430,"If you think it's tough writing calculations in #Tableau, you should try writing them in #LISP", https://t.co/w0TkSFDuEI,9,1
2019-08-13 18:09:49,EveThomas1,Eve Thomas,295,"A BIRD'S EYE VIEW OF CLINICAL TRIALS

I thought I would keep things simple with this weeks #MakeoverMonday and play…", https://t.co/jMyXKi2kxM,55,3
2019-08-13 17:35:09,Vizalyst,Paul Albert,47,"Makeover Monday 2019 W33 - Clinical Trials
Trying to make the data tell us more about overall focus and differences…", https://t.co/6savKWw8qB,6,1
2019-08-13 17:33:29,sarahlovesdata,Sarah Bartlett,6032,Don’t forget #IronViz feeder #3 is currently underway! Start exploring the dataset provided by @AP today &amp; think ab…, https://t.co/dnyLD0OjWv,5,0
2019-08-13 17:16:31,chill3r1,chill3r,18,My trusty steed ... #tableau #infosec #Forensic, https://t.co/7ahUg14CwK,1,0
2019-08-13 16:55:06,iii_gis,Integrated Informatics Inc,165,"In IT, Business Intelligence (BI) tools are all the rage. Many professionals rely on software like #Tableau,…", https://t.co/jIcNV7zkvX,2,2
2019-08-13 16:53:46,kmeyerdata,Kevin Meyer,6,Finally investigating #Tableau extensions. I’ve done a lot with the older APIs and there is a strong business case…, https://t.co/k7X0JiIAvl,0,1
2019-08-13 16:51:56,ckulkarni7,Chaitanya Kulkarni,257,"Hi #Tableau Community,

Do you create any documentation on Tableau project in your organization?

I'm asked for it…", https://t.co/0lYzTkcDZJ,8,0
2019-08-13 16:06:15,alepoptosis,Alex Avallone,59,"New #post on this week's #MakeoverMonday #Tableau dash. There was a lot to say about this one, from highlighting th…", https://t.co/31xr9bRyWo,3,1
2019-08-13 15:57:19,Derevo_QV,Derevo,1033,"3,2,1… Action!
Find out how #AI is bing used in video editing.

#Qlik #Rapidminer #Tableau", https://t.co/jEh3R51BYA,2,0
2019-08-13 15:09:54,VanessaMiranda1,Vanessa,162,"Report analysis with the use of  advanced table calculations - checked! Check it out, feedback appreciated &gt;&gt;…", https://t.co/gLj7TRGrWc,6,4
2019-08-13 15:06:50,couponfree01,Coupon Free,1914,"Udemy Free Discount - Tableau for Beginners: Get CA Certified, Grow Your Career #udemycoupon -&gt;…", https://t.co/f14pJmqyQE,3,5
2019-08-13 14:31:41,vizsmart,Amy Wu,218,"Where goes the heart? ♥️

The leading cause of death in women is heart disease but it is not the primary focus of t…", https://t.co/G2Z1nAgXf3,8,1
2019-08-13 14:25:51,mikanassociates,Mikan Associates,334,"Next week: Join us in #Milwaukee for a #free 'Increasing Speed to Business Insight with 
@SnowflakeDB + @tableau' b…", https://t.co/oyxgvn9dDC,0,1
2019-08-13 14:14:36,FHLBankPgh,FHLBank Pittsburgh,306,"We're looking for a #Tableau Developer to join our team. #banking #career
https://t.co/5KTURcYdMv", https://t.co/ergJTqEwqB,0,1
2019-08-13 14:13:23,s4m_bloch,Samuel David,123,"@tableau What's the best way to model star schema's in tableau with multiple fact tables, seems like #tableau is ha…", https://t.co/nSLg40kFX6,1,1
2019-08-13 13:31:29,tq_equities,TQ Equities,170,$DATA finds buyers around 169.53 for the forth day in a row:," https://t.co/3uvPpBeLIR
Sentiment: Bullish #DATA #Tableau",1,1
2019-08-13 13:02:18,AlexanderVar7,Alex Varlamov,377,"Motion in #tableau. House of Representatives.
Thanks @kizley and @ZenDollData for sharing plum pudding chart creati…", https://t.co/02DdIyUuRp,214,37
2019-08-13 13:01:37,ChelseaMNichols,Chelsea Nichols,213,Morning @tableau! I have a union of 4 csv files and the data is showing up in some but not all. It's all the same d…, https://t.co/M2MroMSj3w,0,1
2019-08-13 13:01:05,TechGirlzorg,TechGirlz,10089,Want to know how to tell impactful stories from data you have collected? Learn how at this TechShop with…, https://t.co/rshUaAmdi9,3,2
2019-08-13 12:54:15,usdatascience,U.S. Data Science Jobs,1763,"Check out ""Data is The New Oil - Data Scientist"" Available via Teespring https://t.co/ZAt1bAEu0t A real…", https://t.co/uHqIvlQnrr,2,1
2019-08-13 12:46:45,DecisionViz,Lee Feinberg,784,"DATA + MEAT.  If you like data or if you like meat, you will 💙 The Meat-Rix @fleishers #dataliteracy #datastory…", https://t.co/QSimqQtwiG,0,2
2019-08-13 12:20:00,michaelangeles,michaelangeles,832,"Here is my #makeovermonday week 33 entry. A Bird's Eye View of Clinical Trials, A focus on Hepatitis for the years…", https://t.co/aHDQu6zUGp,4,1
2019-08-13 11:59:59,cognetik,Cognetik,835,"Type in our connector, click a few times and voila! Abracadabra, where’s your data? Already imported to Tableau, in…", https://t.co/fmKJJNSMYv,1,1
2019-08-13 11:50:04,infolabUK,The Information Lab,7529,#Geography 🗺️ may play an influential role in the sales of our products. Here a #DataViz that allows you to underst…, https://t.co/yHAY3fTPLj,4,1
2019-08-13 11:30:10,infolabUK,The Information Lab,7529,"#TableauTip 💡
In this blog we would like to talk about colour blindness and why we should be careful of using the c…", https://t.co/4ZF5ja4PD0,10,2
2019-08-13 11:25:43,InterWorksEU,InterWorks Europe,527,Keith shares how some small changes with #ParameterActions can make a huge impact when it comes to your #UX. Check…, https://t.co/L3YdNq9lPD,0,0
2019-08-13 11:05:05,infolabUK,The Information Lab,7529,"As #TC19 in Las Vegas 📓 is approaching, here some good suggestions whether you are new to #Tableau or have reached…", https://t.co/aRRAQUqYUZ,0,1
2019-08-13 11:00:26,ktkilroy,Katie Kilroy,126,"📢Hey #datafam in the #Cork area, we've got our next #CorkTUG set for Sept 18th @republicofwork! @Ciara_B_27 and Pau…", https://t.co/l3szKFDttF,9,3
2019-08-13 10:37:54,CliftyShow,Alex Clift,41,"I just registered for this year's https://t.co/QuTRYtNdVO 
 - Tableau will be there with a number of healthcare par…", https://t.co/VZbxTH9ghf,1,1
2019-08-13 10:22:29,elysiumacademy,elysiumacademy,55,"Learning this #tableaucertificationcourse helps you to build your interactive dashboards, master data sources, data…", https://t.co/k3lKsd3BVu,1,1
2019-08-13 10:06:09,KubicleTraining,Kubicle,317,Boost your team's skills with #onlinetraining in #Tableau. Help employees deliver greater insights and better a dec…, https://t.co/PMcIjy5zws,1,1
2019-08-13 09:34:37,DHL66,Denise Hudson FLPI MBCS ILM,1581,Join @AnnUJackson  Webinar : Four Steps to building a data-driven culture https://t.co/9Q5I9eGNd5 and find out more…, https://t.co/4rpuga1pXQ,3,2
2019-08-13 09:11:14,alepoptosis,Alex Avallone,59,"After accidentally deleting my first #Tableau #dashboard yesterday, I managed to recover the original workbook and…", https://t.co/JMnv5GSDia,2,1
2019-08-13 08:00:21,ai_jobsNET,ai-jobs.net,105,Shopify is looking for Senior Data Scientists: https://t.co/R9aDzJTEkN  #AI #ArtificialInteligence #MachineLearning…, https://t.co/RXFrnsa3RI,3,1
2019-08-13 07:50:55,InterWorksEU,InterWorks Europe,527,"Brenden shares candidly about his #analytics journey, creating #Tableau dashboards that lived up to his expectation…", https://t.co/8yVgqOd13p,1,1
2019-08-13 07:36:09,jlannelongue_,Julien Lannelongue,174,"House Prices in England and Wales

How has the housing market changed since 1997? Explore this visualization by Rob…", https://t.co/wANIItITjJ,1,2
2019-08-13 07:33:39,CreateAndLearn1,Roger Create and Learn,5,"""Five Ways Data Analytics Can Drive Growth For Your Business""📊👍

Read: https://t.co/vIqu82nYJ9…", https://t.co/dj5Qv5sQTM,1,2
2019-08-13 07:30:00,Biztory,Biztory,376,Curious about the new @tableau Server 2019.2 browsing experience? Check out our comparison video. #tableau #2019.2…, https://t.co/xtq0kzyPhZ,1,1
2019-08-13 07:12:47,swatich17735928,swati chopra,4,"Golden Opportunity to Gain Proficiency in ""Yableau "", Get Certified &amp; Trained by Certified Professionals 
If you ar…", https://t.co/Si3Od8oHGG,0,2
2019-08-13 06:56:20,BeinexOfficial,Beinex,338,Learn how the popular #Healthcare providers are leveraging the power of #SelfServiceAnalytics by @tableau to drive…, https://t.co/mrJcbZrhXk,8,3
2019-08-13 06:33:56,1990koulrahul,Rahul koul 🔵,274,"Iris Software Inc. is looking for #Tableau admin profiles with experience ranging from 9+ years, Job location- Noid…", https://t.co/UAwFO1pPTz,0,1
2019-08-13 06:12:03,VanessaMiranda1,Vanessa,162,"Good lawd, have been stuck at this calculation error for hours 😢😥
#100DaysofCode 
#GirlsCantVisualise
#GeekforGeek…", https://t.co/P8RwsfoTNo,5,7
2019-08-13 06:01:07,biolabanalytics,"Bio Lab Analytics, LLC",146,"It was the #dataviz #grudgematch of the decade: #Tableau vs #PowerBI, dueling developers squared off, pushing the B…", https://t.co/FIckcej4oR,1,2
2019-08-13 05:55:47,Sheibban,Sheibban Pervez,154,"#Tableau Day Aerocity

Tableau Day, Delhi was a fantastic event that detailed out new features and product roadmap.…", https://t.co/rr773Be19H,0,1
2019-08-13 05:55:29,shubhangijena__,Shubhangi,36,"Entered for @tableau's Data+Music campaign with this viz. Go on play with it! 
https://t.co/1sDth19SoN 
Comments an…", https://t.co/9NXvVGJg5Y,6,1
2019-08-13 05:43:46,analyst_era,AnalystEra,20,"WANT TO #UPGRADE YOUR SKILL SETS??? *TABLEAU*
🌟BASICS TO ADVANCED in 4 Weeks @ INR 2999/-
🌟REAL-TIME USER CASES
🌟RE…", https://t.co/NrfTGidWBZ,0,1
2019-08-13 05:38:12,armoursingh,Amar Singh,1,"#tableau #MakeoverMonday 2019W33 A Bird's Eye View of Clinical Trials 
@VizWizBI @TriMyData @tableaupublic…", https://t.co/1Gieaa7AOZ,2,1
2019-08-13 04:10:04,DatalabsAgency,Datalabs Agency,675,The 15 Most Common Types of Data Visualizations -, https://t.co/XxQJrZ8vTc #data #dataviz #design #tableau,2,1
2019-08-13 04:04:47,freecoupondisco,Free Coupon Discount,63,Free Coupons Discount - Build a Backend REST API with Python &amp; Django - Advanced Courses -&gt; https://t.co/4ZNSOzc3iN…, https://t.co/HJrjGVJj9x,4,7
2019-08-13 03:04:41,couponfree01,Coupon Free,1914,Udemy Free Discount - Data Science A-Z™ Real-Life Data Science Exercises Included #udemycoupon -&gt;…, https://t.co/gyCTuSHOWp,4,3
2019-08-13 01:32:55,nicole_lohr9,Nicole Lohr,713,#students take advantage of this great resource and join the #Tableau community., https://t.co/xcxATCvJNo,6,1
